LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Children,ADR,Country,Company,ReservedRoomType,IsRepeatedGuest,IsCanceled,Mes_Estancia,Mes_Reserva,Contract,Group,Transient,Transient-Party,BB,FB,HB,SC,Undefined
9,2,5,2,0,44.0,4.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
53,2,5,2,0,99.43,4.0,0,4.0,0,0,2,2,0,0,1,0,0,0,1,0,0
3,0,2,2,0,36.96,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,1,0,68.0,0.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
24,0,2,2,0,40.0,0.0,506,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
62,1,4,2,1,122.5,11.0,0,6.0,0,0,2,2,0,0,1,0,0,0,1,0,0
125,3,9,1,0,55.8,19.0,0,4.0,0,0,1,2,0,0,1,0,1,0,0,0,0
9,2,5,2,0,49.0,4.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,35.11,44.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,35.11,0.0,0,0.0,1,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,48.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,0,1,0,0.0,18.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
6,0,2,2,0,48.0,11.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,1,2,0,55.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,48.0,0.0,0,0.0,0,0,2,2,0,0,0,1,1,0,0,0,0
2,2,5,1,0,43.14,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
142,2,5,2,1,65.75,11.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
3,0,1,2,0,68.0,0.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
25,2,5,2,0,38.4,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
53,2,5,2,0,34.0,9.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,1,2,0,48.0,7.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
14,1,4,3,0,48.0,0.0,507,0.0,0,0,2,2,0,0,0,1,0,0,0,1,0
0,0,1,2,0,68.0,15.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
33,1,4,2,0,48.0,93.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
13,2,8,2,0,36.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
66,0,3,2,0,38.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,48.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
37,2,2,2,0,58.4,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,2,1,0,43.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
16,0,4,2,0,80.0,0.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
11,0,2,2,0,48.0,20.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
3,0,2,2,0,122.0,2.0,0,0.0,0,0,2,2,0,0,0,1,0,0,0,0,1
23,0,4,2,0,76.0,14.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
3,0,2,2,1,163.0,0.0,0,0.0,0,0,2,2,0,0,0,1,0,0,0,0,1
80,2,8,2,0,62.12,4.0,0,0.0,0,0,2,2,1,0,0,0,0,0,1,0,0
19,0,3,2,0,42.0,4.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,2,2,0,60.0,0.0,0,0.0,1,0,2,2,0,0,1,0,1,0,0,0,0
11,0,1,2,0,80.0,7.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
9,0,4,2,0,55.0,7.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,1,2,0,80.0,39.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
8,0,1,3,1,141.0,0.0,0,7.0,0,0,2,2,0,0,1,0,0,0,1,0,0
112,2,5,2,0,54.02,12.0,0,5.0,0,0,2,2,0,0,1,0,1,0,0,0,0
5,0,2,2,0,80.0,0.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
4,0,1,2,0,68.0,7.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
24,0,1,2,0,50.0,0.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,75.0,0.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
37,0,2,2,0,110.0,7.0,0,4.0,0,0,2,2,0,0,1,0,0,0,1,0,0
9,0,5,2,0,44.56,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
23,0,3,2,0,80.0,0.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
18,0,1,2,0,35.11,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,56.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,68.0,0.0,0,4.0,0,0,2,2,0,0,0,1,1,0,0,0,0
32,0,2,2,0,35.11,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,68.0,0.0,0,4.0,0,0,2,2,0,0,0,1,1,0,0,0,0
33,0,4,2,0,54.0,11.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,2,2,0,34.0,7.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
6,0,1,2,0,100.0,0.0,0,4.0,0,0,2,2,0,0,1,0,0,0,1,0,0
15,0,1,2,0,55.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
19,0,3,2,0,50.0,4.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
19,0,3,2,0,50.0,4.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
4,0,1,2,1,63.0,0.0,0,2.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,48.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,2,2,0,48.0,7.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,2,2,0,48.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
14,0,1,2,0,48.0,7.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,2,1,0,33.11,19.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,1,0,1,0,33.11,19.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,1,2,0,48.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,2,2,0,48.0,7.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,2,2,0,60.0,7.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
2,0,2,2,0,60.0,7.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
14,0,2,2,0,80.0,0.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
14,0,2,2,0,80.0,0.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
5,0,2,2,0,73.0,0.0,0,5.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,1,2,0,80.0,7.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
23,0,1,2,0,103.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
23,0,1,2,0,103.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
5,0,2,2,0,55.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
3,0,1,2,0,75.0,0.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
5,0,1,2,0,48.0,5.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
4,0,1,2,0,48.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
19,0,1,2,0,48.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
7,0,2,2,0,66.0,7.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
38,0,1,2,0,74.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,1,2,0,78.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,1,2,0,48.0,0.0,0,0.0,0,0,2,2,0,0,0,1,1,0,0,0,0
65,0,0,2,0,0.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
26,1,3,2,0,70.0,5.0,0,5.0,0,0,2,2,0,0,1,0,1,0,0,0,0
17,1,2,2,0,69.3,18.0,0,3.0,0,0,2,2,0,0,1,0,0,0,1,0,0
31,1,2,2,0,34.0,7.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
4,1,2,2,0,34.56,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,1,1,2,1,0.0,0.0,0,0.0,0,0,2,2,0,0,1,0,0,0,0,1,0
0,1,4,2,0,48.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
109,3,6,2,1,0.0,13.0,0,3.0,0,0,2,2,0,0,1,0,0,0,0,1,0
10,1,0,2,0,48.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
32,1,4,2,0,68.0,11.0,0,4.0,0,0,2,2,0,0,0,1,1,0,0,0,0
13,1,3,2,0,72.0,0.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
47,2,5,2,0,48.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
47,2,5,2,0,34.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
5,1,3,2,0,63.72,4.0,0,3.0,0,0,2,2,0,0,1,0,0,0,1,0,0
5,1,0,2,0,48.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
16,1,3,2,1,42.5,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
11,1,2,2,0,55.0,18.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
122,1,2,2,0,42.81,4.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
32,1,4,2,0,68.0,11.0,0,4.0,0,0,2,2,0,0,0,1,1,0,0,0,0
22,1,0,2,2,73.06,15.0,0,2.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,0,2,0,0.0,0.0,0,0.0,1,0,2,2,0,0,1,0,0,0,0,1,0
63,4,5,2,0,33.88,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,1,0,1,0,55.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
63,2,0,2,0,55.0,47.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
18,1,0,2,0,58.0,0.0,0,3.0,0,0,2,2,0,0,0,1,1,0,0,0,0
18,1,0,2,0,58.0,0.0,0,3.0,0,0,2,2,0,0,0,1,1,0,0,0,0
16,2,1,2,0,72.0,7.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
24,2,0,2,0,36.04,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
9,2,1,1,0,33.84,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,1,0,1,0,54.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
5,2,1,2,0,60.0,7.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
133,1,0,2,0,37.8,19.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
15,2,4,1,0,43.0,18.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
15,2,1,2,0,65.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
8,1,0,2,0,60.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,0,2,0,0.0,0.0,0,0.0,1,0,2,2,0,0,1,0,1,0,0,0,0
0,0,0,1,0,0.0,0.0,0,0.0,1,0,2,2,0,0,1,0,1,0,0,0,0
5,2,1,2,0,60.0,7.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,2,0,2,0,48.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
8,4,7,2,0,34.0,13.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
93,4,7,2,0,46.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,1,1,0,55.0,73.0,0,0.0,0,0,2,2,0,0,0,1,1,0,0,0,0
0,0,1,2,0,60.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
21,2,2,2,2,45.36,4.0,0,2.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,1,0,60.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
4,1,0,1,0,30.0,0.0,0,0.0,1,0,3,3,0,0,1,0,1,0,0,0,0
10,2,3,2,0,69.96,35.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
19,0,1,2,0,78.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
4,1,1,1,0,38.5,16.0,135,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
5,1,1,2,1,112.0,0.0,0,6.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,1,2,1,105.0,0.0,0,6.0,0,0,2,2,0,0,1,0,1,0,0,0,0
121,4,6,2,0,60.98,17.0,0,6.0,0,0,2,2,0,0,1,0,1,0,0,0,0
20,1,1,2,0,61.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
98,2,3,2,0,53.8,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,60.0,7.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,68.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,60.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,68.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,1,2,0,78.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
43,0,1,2,0,48.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
17,0,1,3,1,105.0,0.0,0,7.0,0,0,2,2,0,0,1,0,1,0,0,0,0
16,2,2,2,0,58.0,11.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
25,0,1,2,0,48.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
9,0,1,2,0,60.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
26,2,2,2,0,49.99,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,60.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,2,2,0,8.0,0.0,0,4.0,1,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,68.0,0.0,0,3.0,1,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,0.0,0.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
8,0,1,2,0,78.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,0,78.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
14,0,1,2,0,128.0,0.0,0,3.0,0,0,2,2,0,0,1,0,0,0,1,0,0
1,0,1,1,0,30.0,0.0,0,0.0,0,0,2,2,0,0,0,1,1,0,0,0,0
6,0,1,2,0,78.0,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
7,0,1,2,0,128.0,0.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
129,0,1,3,1,87.0,11.0,0,7.0,0,0,2,2,0,0,1,0,1,0,0,0,0
38,0,2,2,0,79.31,4.0,0,5.0,0,0,2,2,0,0,1,0,0,0,1,0,0
19,2,5,1,0,43.71,5.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
44,2,5,2,0,36.12,4.0,0,0.0,0,0,2,2,1,0,0,0,1,0,0,0,0
158,1,2,3,0,130.0,4.0,0,6.0,0,0,2,2,0,0,0,1,0,0,1,0,0
18,1,2,2,0,60.0,4.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
33,2,2,2,2,59.0,4.0,0,2.0,0,0,2,2,0,0,1,0,1,0,0,0,0
6,2,2,2,0,65.0,4.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
10,1,2,1,0,35.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
7,1,2,1,0,35.0,0.0,0,0.0,1,0,3,3,0,1,0,0,1,0,0,0,0
11,0,2,1,0,45.0,0.0,0,0.0,1,0,5,5,0,0,1,0,1,0,0,0,0
19,0,2,2,0,60.0,4.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
0,0,1,1,0,35.0,0.0,269,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,2,1,0,54.4,0.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
30,2,5,2,0,64.12,4.0,0,0.0,0,0,2,2,1,0,0,0,0,0,1,0,0
110,2,5,2,0,66.0,22.0,0,0.0,0,0,2,2,0,0,1,0,0,0,0,0,1
1,2,2,2,0,57.0,11.0,0,0.0,0,0,2,2,0,0,0,1,1,0,0,0,0
35,2,5,2,0,81.76,4.0,0,4.0,0,0,2,2,0,0,1,0,0,0,1,0,0
9,0,1,2,0,42.0,73.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
6,2,5,2,0,66.0,11.0,0,0.0,0,0,2,2,0,0,1,0,0,0,0,0,1
8,0,1,2,0,80.0,11.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,2,2,0,52.35,15.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
5,0,1,1,0,30.0,0.0,0,0.0,0,0,2,2,0,0,0,1,1,0,0,0,0
17,0,1,2,0,165.0,0.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
27,0,2,2,2,95.0,15.0,0,6.0,0,0,2,2,0,0,1,0,1,0,0,0,0
6,2,5,1,0,47.0,11.0,0,0.0,0,0,2,2,0,0,1,0,0,0,0,0,1
158,1,2,1,1,106.0,4.0,0,6.0,0,0,2,2,0,0,0,1,0,0,1,0,0
1,2,2,2,0,57.0,11.0,0,0.0,0,0,2,2,0,0,0,1,1,0,0,0,0
5,0,1,1,0,30.0,0.0,0,0.0,0,0,2,2,0,0,0,1,1,0,0,0,0
75,2,2,2,0,66.5,4.0,0,3.0,0,0,2,2,0,0,0,1,1,0,0,0,0
53,1,2,1,0,43.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
75,2,2,3,1,91.5,4.0,0,7.0,0,0,2,2,0,0,0,1,1,0,0,0,0
2,0,1,2,0,60.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
2,0,1,1,0,55.0,7.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
3,2,3,2,0,42.0,4.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,1,1,0,62.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,1,0,87.0,7.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
9,0,2,1,0,35.0,0.0,154,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
10,2,6,2,0,34.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
3,1,3,1,0,32.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
10,1,3,1,0,32.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
17,1,4,1,0,32.0,0.0,0,0.0,0,0,2,3,0,0,1,0,1,0,0,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
29,0,3,2,0,48.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
94,1,3,1,0,44.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
31,0,3,2,0,68.0,4.0,0,0.0,0,0,2,2,0,0,0,1,1,0,0,0,0
31,0,3,2,0,48.0,4.0,0,0.0,0,0,2,2,0,0,0,1,1,0,0,0,0
0,0,1,2,0,68.0,15.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
1,0,2,2,0,68.0,15.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
5,2,3,2,0,97.6,0.0,0,3.0,0,0,2,2,0,0,1,0,0,0,1,0,0
6,0,1,2,0,67.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
94,1,3,1,0,44.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,1,0,44.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
2,0,1,1,0,35.0,0.0,154,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
44,0,2,2,0,85.0,19.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
136,2,4,2,0,39.44,4.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
94,1,3,1,0,44.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,1,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
3,0,1,1,0,43.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
3,0,1,1,0,43.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
207,1,3,2,0,31.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,1,0,44.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,1,0,44.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,3,0,88.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
70,2,3,2,0,65.91,4.0,0,3.0,0,0,2,2,0,0,1,0,0,0,1,0,0
207,1,3,1,0,56.0,4.0,0,3.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,3,0,88.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,1,0,44.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
207,1,3,2,0,78.0,0.0,0,4.0,0,0,2,2,0,0,0,1,0,0,1,0,0
207,1,3,3,0,88.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
214,1,3,1,0,66.6,4.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
94,1,3,1,0,44.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,2,0,70.0,4.0,0,3.0,0,0,2,2,0,0,0,1,0,0,1,0,0
13,1,3,2,0,87.0,0.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
204,1,3,1,0,53.85,4.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
94,1,3,3,0,88.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,3,0,88.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,3,0,88.0,71.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,3,0,88.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,1,0,44.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,2,0,0.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
183,0,3,2,0,55.44,4.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
32,1,3,1,0,41.87,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
94,1,3,3,0,88.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
207,1,3,1,0,44.0,4.0,0,0.0,0,0,2,2,0,0,0,1,0,0,1,0,0
94,1,3,2,0,62.0,4.0,0,0.0,0,0,2,2,0,0,1,0,0,0,1,0,0
22,1,3,1,0,46.4,4.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
22,1,3,1,2,50.4,4.0,0,2.0,0,0,2,2,0,0,1,0,1,0,0,0,0
245,2,3,2,0,55.8,4.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
245,2,3,2,0,55.8,5.0,0,4.0,0,0,2,2,0,0,1,0,1,0,0,0,0
29,0,3,2,0,48.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
19,2,5,1,1,46.4,39.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
19,2,5,2,1,63.0,39.0,0,2.0,0,0,2,2,0,0,1,0,1,0,0,0,0
12,0,2,2,0,60.0,11.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
353,2,5,2,0,32.4,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
63,4,10,2,0,39.84,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
84,0,1,2,0,41.6,19.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
69,0,2,2,0,42.0,0.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
3,1,4,2,0,77.0,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
18,2,5,2,1,62.5,4.0,0,3.0,0,0,2,2,0,0,1,0,1,0,0,0,0
82,0,4,2,0,43.5,4.0,0,0.0,0,0,2,2,0,0,1,0,1,0,0,0,0
27,0,1,2,0,95.0,0.0,0,5.0,0,0,2,2,0,0,1,0,1,0,0,0,0
89,0,3,2,0,77.9,22.0,0,6.0,0,0,2,2,0,0,1,0,1,0,0,0,0
0,0,1,2,1,110.0,0.0,0,7.0,0,0,2,2,0,0,0,1,1,0,0,0,0
